Lemma,POS,Polarity_Score
writing_assignment,n,0
writing_arm,n,0
writing,n,0
writhing,a,0
writhen,a,-0.28345
writhed,a,-0.28345
writhe,v,0
writer's_name,n,0
writer's_cramp,n,0
writer's_block,n,-0.25931
writer,n,0
write-off,n,0.12208
write-in_candidate,n,-0.19821
write-in,n,-0.08847
write-down,n,0.12208
write_up,n,0
write_up,v,0
write_out,v,0
write_on,v,0
write_off,v,-0.01524
write_of,v,0
write_in_code,v,0
write_in,v,-0.16702
write_down,v,0
write_copy,v,0
write_about,v,0
write,v,0
writ_of_right,n,0
writ_of_prohibition,n,-0.28345
writ_of_mandamus,n,0
writ_of_habeas_corpus,n,0
writ_of_execution,n,0
writ_of_error,n,0
writ_of_election,n,0
writ_of_detinue,n,0
writ_of_certiorari,n,0
writ_large,a,0.15793
writ,n,0
wristwatch,n,0
wristlet,n,0
wristband,n,0
wrist_watch,n,0
wrist_pin,n,0
wrist_pad,n,0
wrist_joint,n,0
wrist_bone,n,-0.07997
wrist_band,n,0
wrist,n,0
wrinkly,a,0
wrinkle-resistant,a,0.15793
wrinkleproof,a,0.15793
wrinkleless,a,-0.38925
wrinkled,a,-0.31361
wrinkle,n,-0.20309
wrinkle,v,-0.26205
wringer,n,0
wring_out,v,0
wring_from,v,-0.42036
wring,n,0
wring,v,0.03513
wright,n,0
wriggly,a,0
wriggling,a,0
wriggler,n,0
wriggle,n,0
wriggle,v,0
wrick,n,0
wrick,v,0
wretchedness,n,-0.05621
wretchedly,r,0.15793
wretched,a,-0.58037
wretch,n,-0.41129
wrestling_ring,n,0
wrestling_match,n,0
wrestling_mat,n,0
wrestling_hold,n,0
wrestling,n,0
wrestler,n,0
wrestle,n,0
wrestle,v,0
wrester,n,0
wrest,v,0
wren-tit,n,-0.07997
wrenching,a,-0.38925
wrench,n,-0.03257
wrench,v,-0.03232
wren_warbler,n,0
wren,n,0
wrecking_bar,n,0
wrecking,n,-0.09134
wreckfish,n,0
wrecker,n,-0.21082
wrecked,a,-0.38925
wreckage,n,0
wreck,n,-0.87203
wreck,v,-0.8462
wreathe,v,0
wreath,n,0
wreak,v,0
wrawl,v,0
wrathfully,r,0.15793
wrathful,a,-0.19821
wrath,n,-0.45282
wrasse,n,0
wrapping_paper,n,-0.19821
wrapping,n,0
wrapper,n,-0.06471
wrapped_up,a,0.12208
wrapped,a,-0.022
wraparound,n,0
wrap_up,v,0
wrap,n,0
wrap,v,0
wrangling,n,0
wrangler,n,-0.08847
wrangle,n,0.00493
wrangle,v,-0.08847
wrangell-st._elias_national_park,n,0
wraithlike,a,-0.0611
wraith,n,0
wrack,n,-0.12655
wrack,v,-0.19821
wpm,n,0
wow,n,-0.05621
wow,v,0.17826
woven,a,0
wove_paper,n,0
wounding,a,-0.42036
wounding,n,-0.07997
wounded,a,-0.42036
wounded,n,0
wound_up,a,0
wound_tumor_virus,n,0
wound,a,0
wound,n,-0.47835
wound,v,-0.49132
would-be,a,0.15793
wouk,n,0
wotan,n,0
worthy,a,0.39017
worthy,n,0.35329
worthwhileness,n,0
worthwhile,a,0.42412
worthlessness,n,-0.1321
worthlessly,r,0.12208
worthless,a,-0.75269
worthiness,n,0.21734
worthily,r,0.17826
worthful,a,0.28394
worth,a,0.1552
worth,n,0.14019
wort,n,-0.18141
worsted_yarn,n,0
worsted,n,0
worst,a,-0.35258
worst,n,-0.41564
worst,r,-0.39584
worst,v,0.0403
worshipper,n,0.01301
worshipped,a,0.17826
worshipful,a,0.29405
worshiper,n,-0.01023
worship_of_man,n,0
worship_of_heavenly_bodies,n,0
worship,n,0.19303
worship,v,0.18834
worsening,a,-0.19821
worsening,n,-0.0296
worsened,a,-0.38381
worsen,v,-0.19821
worse,a,-0.29285
worse,n,-0.38925
worse,r,0.25416
worrywart,n,-0.07997
worryingly,r,0.12208
worrying,a,-0.42114
worrying,n,0
worry,n,-0.75478
worry,v,-0.7552
worrisome,a,-0.42101
worriment,n,-0.38925
worrier,n,-0.07997
worriedly,r,0.12208
worried,a,-0.48711
worn-out,a,-0.07278
worn_spot,n,-0.07997
worn_out,a,-0.02386
worn,a,-0.38657
wormy,a,0.11088
wormwood_sage,n,0
wormwood_oil,n,0
wormwood,n,-0.11748
worm-shaped,a,0
wormseed_mustard,n,0
wormseed,n,0.12208
wormlike,a,0.36466
wormian_bone,n,0
wormhole,n,0
worm-eaten,a,-0.07997
wormcast,n,0
worm_wheel,n,0
worm_snake,n,0.10554
worm_salamander,n,0
worm_lizard,n,0
worm_genus,n,0
worm_gear,n,0
worm_fish,n,0
worm_fence,n,0
worm_family,n,0
worm,n,0.01497
worm,v,0
world-wide,a,-0.05439
worldwide,a,-0.0307
world-weary,a,0
world-weariness,n,0.08478
world-shattering,a,0.15793
world-shaking,a,0.15793
worldly-wise,a,0.15793
worldly-minded,a,0.15199
worldly_possessions,n,0
worldly_possession,n,0
worldly_goods,n,0
worldly_good,n,0
worldly_concern,n,0
worldly_belongings,n,0
worldly,a,0.14376
worldling,n,0
worldliness,n,0.28783
world-class,a,0.28394
world-beater,n,0.12208
world_wide_web,n,0
world_war_ii,n,0
world_war_i,n,0
world_war_2,n,0
world_war_1,n,0
world_war,n,0
world_view,n,0
world_traveler,n,0
world_trade_organization,n,0
world_trade_center,n,0
world_tamil_movement,n,0
world_tamil_association,n,0
world_series,n,0
world_record,n,0.15793
world_premiere,n,0
world_power,n,0
world_organization,n,0
world_organisation,n,0
world_meteorological_organization,n,0
world_health_organization,n,0
world_cup,n,0
world_court,n,0
world_council_of_churches,n,0
world_council,n,0
world_bank,n,0
world_affairs,n,0.12208
world,a,0.37084
world,n,0
workweek,n,0
workwear,n,0
worktable,n,0
work-study_program,n,0
workstation,n,0
workspace,n,0
work-shy,a,0
workshop,n,0
work-shirt,n,0
worksheet,n,0
works_program,n,0
works_council,n,0
works,n,0.11685
workroom,n,0
workplace,n,0
workpiece,n,0
workout_suit,n,0
workout,n,0
workmen's_compensation,n,-0.34088
workmate,n,0
workmanship,n,0.12835
workmanlike,a,0.36466
workman,n,0
workload,n,0
workings,n,0
workingman,n,0
working-class,a,0
working_rule,n,0
working_principle,n,0
working_person,n,0
working_party,n,0
working_papers,n,0
working_out,n,0.21734
working_memory,n,0
working_man,n,0
working_group,n,0
working_girl,n,-0.06819
working_dog,n,0
working_day,n,0
working_class,n,0
working_capital,n,0
working_agreement,n,0
working,a,0.10691
working,n,0
work-in,n,0
workhouse,n,-0.30893
workhorse,n,0
workforce,n,0
workflow,n,0
workfellow,n,-0.07997
worker_bee,n,0
worker,n,0
worked_up,a,-0.1665
workday,n,0
work-clothing,n,0
work-clothes,n,0
workbox,n,0
workbook,n,0
work-board,n,0
workboard,n,0
workbench,n,0.12208
workbasket,n,0
workbag,n,0
workaholism,n,0
workaholic,n,-0.42853
workaday,a,0.12208
workable,a,0.17826
work_up,v,0
work_unit,n,0
work_to_rule,n,0
work_time,n,0.12208
work_through,v,0.12208
work_table,n,0
work_surface,n,0
work_study,n,0
work_stoppage,n,-0.07997
work_song,n,0
work_shoe,n,0
work_shift,n,0
work_permit,n,0
work_party,n,0
work_papers,n,0
work_over,v,0
work_out,v,0.00944
work_on,v,0
work_off,v,0
work_of_art,n,0
work_load,n,0
work_in_progress,n,0
work_in,v,0
work_force,n,0
work_flow,n,0
work_day,n,0
work_camp,n,0
work_bench,n,0.12208
work_at,v,0
work_animal,n,0
work,n,0.00472
work,v,0.03307
wordy,a,0
word-worship,n,0
wordsworthian,a,0.21734
wordsworth,n,0
word-splitting,n,0.28394
wordsmith,n,0.15793
words_per_minute,n,0
words,n,0.03329
wordplay,n,-0.19821
word-perfect,a,0.28394
word-painting,n,0
word-painter,n,0
word-of-mouth,a,0
wordnet,n,0
wordmonger,n,0
wordlessly,r,0
wordless,a,-0.1665
wording,n,0.12208
wordiness,n,-0.38925
wordily,r,0.15793
wordfinder,n,-0.07997
wordbook,n,0
word-blind,a,0
word_structure,n,0
word_string,n,0
word_stress,n,0
word_square,n,0
word_sense,n,0.12208
word_salad,n,-0.07997
word_processor,n,0
word_processing_system,n,0
word_processing,n,0
word_play,n,0
word_picture,n,0
word_order,n,0
word_of_mouth,n,0
word_of_honor,n,0
word_of_god,n,0.20088
word_of_farewell,n,0
word_of_advice,n,-0.07997
word_meaning,n,0.12208
word_game,n,0
word_form,n,0
word_for_word,r,0
word_finder,n,-0.07997
word_division,n,0
word_deafness,n,-0.34088
word_class,n,0
word_blindness,n,-0.25931
word_accent,n,0
word,n,0
word,v,0
worcestershire_sauce,n,-0.19821
worcestershire,n,-0.19821
worcester_sauce,n,-0.19821
worcester,n,0
wop,n,0
woozy,a,-0.29524
woosh,v,0
wooly-minded,a,-0.01819
wooly-haired,a,-0.07997
wooly_lip_fern,n,0
wooly_blue_curls,n,0
wooly,a,-0.11178
woolworth,n,0
woolsorter's_pneumonia,n,0
woolsorter's_disease,n,0
woolsorter,n,0
woolly-stemmed,a,0
woolly-headed,a,-0.01819
woolly-haired,a,-0.07997
woolly_thistle,n,0
woolly_sunflower,n,0
woolly_rhinoceros,n,0
woolly_plant_louse,n,0
woolly_mullein,n,-0.07997
woolly_monkey,n,0
woolly_manzanita,n,0
woolly_mammoth,n,0
woolly_indris,n,0
woolly_daisy,n,0
woolly_bear_moth,n,0
woolly_bear_caterpillar,n,-0.19821
woolly_bear,n,-0.19821
woolly_apple_aphid,n,0
woolly_aphid,n,0
woolly_alder_aphid,n,0
woolly_adelgid,n,0
woolly,a,-0.07223
woolley,n,0
woollen,a,0
woollen,n,0
woollcott,n,0
woolgathering,a,-0.08901
woolgathering,n,0.08478
woolgatherer,n,-0.07997
woolgather,v,-0.07997
woolf,n,0
woolen,a,0
woolen,n,0
wool_stapler,n,0
wool_oil,n,0
wool_grease,n,0
wool_grass,n,0
wool_fat,n,0
wool,n,0
wooing,n,0
woofer,n,0
woof,n,0
wooer,n,0
woody-stemmed,a,0
woody_plant,n,0
woody_pear,n,0
woody_nightshade,n,0
woody_herman,n,0
woody_guthrie,n,0
woody_allen,n,0
woody,a,0
woodworm,n,0
woodworking_vise,n,0
woodworking_plane,n,0
woodworking,n,0
woodworker,n,0
woodwork,n,0
woodwind_instrument,n,0
woodwind_family,n,0
woodwind,n,0
woodwaxen,n,0
woodwardia_virginica,n,0
woodwardia,n,0
woodward,n,0
woodsy,a,0
wood-sorrel_family,n,0
woodsman,n,0
woodsiness,n,0.08478
woodsia_ilvensis,n,0
woodsia_glabella,n,0
woodsia_alpina,n,0
woodsia,n,0
woodshed,n,0
woodscrew,n,0
wood's_metal,n,0
wood's_alloy,n,0
woods,n,0
woodruff,n,0
woodrow_wilson_guthrie,n,0
woodrow_wilson,n,0
woodrow_charles_herman,n,0
wood-rat,n,0
woodpile,n,0
woodpecker,n,0
woodman,n,0
woodlouse,n,0
woodlet,n,0
woodland_white_violet,n,0
woodland_star,n,0
woodland_oxeye,n,0
woodland_caribou,n,0
woodland,n,0
woodiness,n,0.113
woodhull,n,0
woodhewer,n,0
woodgraining,n,0
woodgrain,n,0
wood-frog,n,0
wood-fired,a,-0.19821
wood-fern,n,0
woodfern,n,0
woodenware,n,0
woodenness,n,-0.05621
woodenly,r,0
wooden-headed,a,0.17826
wooden_spoon,n,0
wooden_shoe,n,0
wooden_leg,n,0
wooden_horse,n,0
wooden,a,0.07676
wooded,a,-0.19821
woodcutter,n,0
woodcut,n,0
wood-creeper,n,0
woodcreeper,n,0
woodcraft,n,0
woodcock_snipe,n,0
woodcock,n,0
woodchuck,n,0
woodcarving,n,0
woodcarver,n,0.12208
woodbury,n,0
wood-burning,a,-0.19821
woodborer,n,0
woodbine,n,0
wood_widgeon,n,0
wood_warbler,n,0
wood_vise,n,0
wood_violet,n,0
wood_vinegar,n,0
wood_tick,n,0
wood_thrush,n,0
wood_tar,n,0
wood_swallow,n,0
wood_sugar,n,0
wood_strawberry,n,0
wood_stork,n,0
wood_spurge,n,0
wood_spirit,n,0
wood_sorrel,n,0
wood_shavings,n,0
wood_sage,n,0
wood_rat,n,0
wood_rabbit,n,0
wood_pussy,n,0
wood_pulp,n,0
wood_poppy,n,0
wood_pigeon,n,0
wood_pewee,n,0
wood_nymph,n,0
wood_nettle,n,0
wood_mouse,n,0
wood_mint,n,0
wood_meadowgrass,n,0
wood_lily,n,0
wood_laurel,n,0
wood_ibis,n,0
wood_hyacinth,n,0
wood_horsetail,n,0
wood_hoopoe,n,0
wood_hen,n,-0.07997
wood_grain,n,0
wood_garlic,n,-0.07997
wood_frog,n,0
wood_file,n,0.12208
wood_fern,n,0
wood_engraving,n,0
wood_duck,n,0
wood_drake,n,0
wood_cudweed,n,-0.07997
wood_coal,n,0
wood_chisel,n,0
wood_block,n,0
wood_avens,n,0
wood_aster,n,0
wood_ant,n,0
wood_anemone,n,0
wood_alcohol,n,0
wood,n,0
woo,v,0.30044
wonton_soup,n,0
wonton,n,0
wonted,a,0.17826
wont_to,a,-0.28345
wont,n,0
won-lost_record,n,0
wonky,a,0.17703
wonk,n,-0.34088
wondrously,r,0.15199
wondrous,a,0.46255
wondrous,r,0.39575
wonderworking,a,0.12208
wonder-struck,a,-0.34088
wonderment,n,0.36466
wonderland,n,0.04654
wonderingly,r,0.12208
wondering,a,0.21734
wonderfulness,n,0.51077
wonderfully,r,0.15199
wonderful,a,0.63541
wonderer,n,-0.005
wonderberry,n,0
wonder_woman,n,0
wonder_flower,n,0
wonder_child,n,0.12208
wonder_boy,n,0.12208
wonder_bean,n,0
wonder,n,0.47457
wonder,v,0.43126
won_ton,n,0
won,a,-0.38925
won,n,0
women's_rightist,n,0
women's_liberationist,n,0
women's_liberation_movement,n,0
women's_lib,n,0
women's_army_corps,n,0
womb-to-tomb,a,0
wombat,n,0
womb,n,0
woman-worship,n,0
woman's_hat,n,0
woman's_doctor,n,0
woman's_clothing,n,0
woman's_body,n,0
womanly,a,0
womanliness,n,0
womanlike,a,0
womanlike,n,0
womankind,n,0
womanizer,n,0
womanize,v,0.24983
womanishness,n,-0.0611
womanish,a,-0.07997
womaniser,n,0
womanise,v,0.15793
womanhood,n,0
woman_of_the_street,n,-0.19821
woman_of_the_house,n,0
woman_hater,n,-0.07997
woman_chaser,n,0
woman,n,0
wolverine_state,n,0
wolverine,n,0
wolstonian_glaciation,n,0
wolof,n,0
wollstonecraft,n,0
wollemi_pine,n,0.12208
wollastonite,n,0
wollaston_prism,n,0
wollaston,n,0
wolf-whistle,v,0
wolf-sized,a,0.12208
wolfsbane,n,0
wolf's_milk,n,0
wolf's_bane,n,0
wolframite,n,0
wolfram_steel,n,0
wolfram,n,0
wolfman,n,0
wolflike,a,0
wolfishly,r,0.12208
wolfish,a,0
wolfhound,n,0
wolfgang_pauli,n,0
wolfgang_amadeus_mozart,n,0.12208
wolffish,n,0
wolffiella_gladiata,n,0
wolffiella,n,0
wolffia_columbiana,n,0
wolffia,n,0
wolff,n,0
wolfe,n,0
wolfbane,n,0
wolf_spider,n,0
wolf_pup,n,0
wolf_pack,n,0
wolf_fish,n,0
wolf_down,v,0
wolf_cub,n,0
wolf_boy,n,0
wolf_bean,n,0
wolf,n,0
wolf,v,0
wold,n,0
wok,n,0
wog,n,0
woefulness,n,-0.34088
woefully,r,-0.39584
woeful,a,-0.41974
woebegone,a,-0.44703
woe,n,-0.36851
woden,n,0
wodehouse,n,0
wodan,n,0
wobbly,a,-0.12071
wobbly,n,0
wobbling,a,-0.07997
wobbler,n,0
wobble,n,0
wobble,v,0
woadwaxen,n,0
woad,n,0
wnw,n,0
wmo,n,0
wmd,n,0
wlan,n,0
wizened,a,0.15199
wizen,a,0.15199
wizardry,n,0.15793
wizardly,a,-0.19821
wizard,a,0.42939
wizard,n,0.35932
wiz,n,0.28163
wivern,n,0
wive,v,0
witwatersrand,n,0
witty,a,0.58214
wittol,n,0
wittingly,r,0.12208
witting,a,0.12626
wittiness,n,0
wittily,r,0.15793
witticism,n,0
wittgensteinian,a,0.21734
wittgenstein,n,0.12208
wits,n,0.12208
witold_gombrowicz,n,0
witnesser,n,0
witness_stand,n,0
witness_box,n,0
witness,n,0.12388
witness,v,0.1249
witloof,n,0
witless,a,-0.51659
withy,n,0.15793
withstander,n,0
withstand,v,0.25814
without_doubt,r,0
without_a_stitch,a,0.12208
with-it,a,0.15956
within,r,0
withholding_tax,n,0
withholding,n,0
withholder,n,0
withhold,v,0
witherspoon,n,0
withers,n,0
witheringly,r,0.15793
withering,a,-0.28508
withering,n,-0.33426
withered,a,0.17537
wither,v,-0.48497
withe,n,0.15754
withdrawnness,n,0.20073
withdrawn,a,-0.19165
withdrawing_room,n,0
withdrawer,n,0
withdrawal_symptom,n,-0.38925
withdrawal_method,n,0
withdrawal,n,-0.18
withdraw,v,-0.22326
withal,r,-0.12275
with_child,a,0
witch's_brew,n,-0.07997
witchlike,a,-0.34088
witching,a,-0.19821
witching,n,0
witch-hunter,n,0
witch-hunt,n,0
witch-hazel_family,n,0
witchgrass,n,0
witches'_sabbath,n,0
witches'_butter,n,0
witches'_broth,n,-0.07997
witches'_broom,n,0
witches'_brew,n,-0.07997
witchery,n,0
witchcraft,n,0
witch_hazel_plant,n,0
witch_hazel,n,0
witch_grass,n,0
witch_elm,n,0
witch_doctor,n,0
witch_broom,n,0
witch_alder,n,0
witch,n,-0.47108
witch,v,0
wit,n,0.61777
wistfulness,n,-0.42036
wistfully,r,0.15793
wistful,a,-0.2506
wisteria_venusta,n,0
wisteria_frutescens,n,0
wisteria_floribunda,n,0
wisteria_chinensis,n,0
wisteria,n,0
wister,n,0
wistaria,n,0
wispy,a,0.09567
wisplike,a,0.15793
wisp,n,0
wishy-washy,a,-0.1665
wish-wash,n,0.1067
wishing_cap,n,-0.08901
wishing_bone,n,0
wishing,n,0.21734
wishfulness,n,-0.38925
wishfully,r,0.15793
wishful_thinking,n,-0.0611
wishful_thinker,n,0
wishful,a,0.41952
wished-for,a,0.28394
wishbone,n,0
wish_well,v,-0.25931
wish_list,n,0
wish,n,0.54623
wish,v,0.53437
wisent,n,0
wisenheimer,n,-0.19821
wiseness,n,0.28857
wisely,r,0.17826
wisecrack,n,0.12208
wisecrack,v,0
wiseacre,n,-0.19821
wise_up,v,0.23112
wise_to,a,0
wise_men,n,0
wise_man,n,0.17826
wise_guy,n,-0.19821
wise,a,0.65281
wise,n,0
wisdom_tooth,n,0
wisdom_of_solomon,n,0
wisdom_of_jesus_the_son_of_sirach,n,0.21734
wisdom_literature,n,0
wisdom_book,n,0
wisdom,n,0.72606
wisconsinite,n,0
wisconsin_weeping_willow,n,-0.38925
wisconsin_river,n,0
wisconsin,n,0
wiry-stemmed,a,0
wiry-coated,a,0
wiry,a,-0.04285
wiring_diagram,n,0
wiring,n,0
wiriness,n,0
wireworm,n,0
wirework,n,0.12208
wiretapper,n,0
wiretap,n,0
wiretap,v,0
wirer,n,0
wire-puller,n,0
wireman,n,0
wireless_telephone,n,0
wireless_telegraphy,n,0
wireless_telegraph,n,0
wireless_local_area_network,n,0
wireless_fidelity,n,0
wireless,a,0
wireless,n,0
wire-haired_terrier,n,0
wirehaired_terrier,n,0
wire-haired_pointing_griffon,n,0
wire-haired_fox_terrier,n,0
wire-haired,a,0
wirehair,n,0
wired,a,-0.0307
wire_wool,n,0
wire_stripper,n,0
wire_service,n,0
wire_recorder,n,0
wire_printer,n,0
wire_matrix_printer,n,0
wire_grass,n,0
wire_glass,n,0
wire_gauge,n,0
wire_gage,n,0
wire_cutter,n,0
wire_cloth,n,0
wire,n,0
wire,v,0
wiper_motor,n,0
wiper_blade,n,0
wiper_arm,n,0
wiper,n,0
wipeout,n,0
wiped_out,a,-0.26459
wipe_up,v,0
wipe_out,v,0.02237
wipe_off,v,0
wipe_away,v,0
wipe,n,0
wipe,v,0
winy,a,-0.0611
wintun,n,0
wintry,a,-0.22584
wintery,a,0
wintertime,n,0
winter's_bark_tree,n,0
winter's_bark_family,n,0
winter's_bark,n,0
winterize,v,0
winterise,v,0
wintergreen_oil,n,0
wintergreen_family,n,0
wintergreen,n,0
winter-flowering,a,0.17826
winter-blooming,a,0.17826
winterberry,n,0
winteraceae,n,0
wintera_colorata,n,0
wintera,n,0
winter_wren,n,0
winter_urn,n,0
winter_sweet,n,0
winter_squash_plant,n,-0.07997
winter_squash,n,-0.0296
winter_solstice,n,0
winter_savoury,n,0
winter_savory,n,0
winter_rose,n,0
winter_purslane,n,0
winter_olympics,n,0
winter_olympic_games,n,0
winter_mushroom,n,0
winter_melon_vine,n,0
winter_melon,n,0
winter_jasmine,n,0
winter_heliotrope,n,0
winter_heath,n,0
winter_hazel,n,0
winter_flowering_cherry,n,0
winter_flounder,n,0.1067
winter_fern,n,0
winter_currant,n,0
winter_crookneck_squash,n,0
winter_crookneck,n,0
winter_cress,n,0
winter_cherry,n,0
winter_aconite,n,0
winter,n,0
winter,v,0
winston-salem,n,0
winston_s._churchill,n,0
winston_churchill,n,0
winsomeness,n,0.21734
winsomely,r,0.12208
winsome,a,0.28394
winslow_homer,n,0
winslow,n,0
wino,n,-0.4806
winnowing,n,0
winnow_out,v,0.12208
winnow,n,0
winnow,v,0
winnipeg,n,0
winnings,n,0
winning_streak,n,0
winning_post,n,0
winning,a,0.29405
winning,n,-0.05621
winner's_circle,n,0
winner,n,0.72358
winnebago,n,0
winless,a,-0.19821
winkle_out,v,0
winkle,n,0
winkle,v,0.15197
winking,a,0
winking,n,0
winker,n,0
wink_at,v,0
wink,n,0
wink,v,0.36042
wingstem,n,0
wingspread,n,0
wingspan,n,0
wing-shaped,a,-0.07997
wings,n,0
wing-nut,n,0
wingman,n,0
winglike,a,0
wingless,a,-0.01819
winger,n,0
winged_spindle_tree,n,0
winged_pigweed,n,0
winged_pea,n,0
winged_everlasting,n,0
winged_elm,n,0
winged_bean,n,0
winged,a,0
wingback,n,0
wing_tip,n,0
wing_shooting,n,0
wing_screw,n,0
wing_nut,n,0
wing_loading,n,0
wing_flat,n,0
wing_elm,n,0
wing_commander,n,0.17826
wing_chair,n,0
wing_case,n,0
wing,n,0
wing,v,0
winfred,n,0
winfield_scott,n,0
winey,a,-0.0611
wineskin,n,0
winesap,n,0
winery,n,0.12208
wine-red,a,0
winepress,n,0
winemaking,n,0
wine-maker's_yeast,n,0
winemaker,n,0
wineglass_heel,n,0
wineglass,n,0
wine-coloured,n,0
wine-colored,n,0
wineberry,n,0
wine_waiter,n,0
wine_vinegar,n,0
wine_tasting,n,0
wine_taster,n,-0.17327
wine_steward,n,0
wine_sauce,n,0
wine_palm,n,0
wine_merchant,n,0
wine_making,n,0
wine_maker,n,0.1067
wine_lover,n,-0.01819
wine_cooler,n,0
wine_cellar,n,0
wine_cask,n,0
wine_bucket,n,0
wine_bottle,n,0
wine_barrel,n,0
wine_bar,n,0
wine_and_dine,v,0
wine,n,0
wine,v,0.21593
windy_city,n,0
windy,a,0.24441
windward_side,n,0
windward_passage,n,0
windward_isles,n,0
windward_islands,n,0
windward,a,0
windward,n,0
windward,r,0
windup,a,0
windup,n,0
windtalker,n,0
windswept,a,0
windsurf,v,0
windstorm,n,0
windsor_tie,n,-0.07997
windsor_knot,n,0
windsor_green,n,0
windsor_chair,n,0
windsor,n,0
windsock,n,0
windshield_wiper,n,0
windshield,n,0
windscreen_wiper,n,0
windscreen,n,0
windpipe,n,0
window-washing,n,0
windowsill,n,0
window-shop,v,0
windows,n,0
windowpane_oyster,n,0
windowpane,n,0
window-dress,v,0.12208
window_washer,n,0
window_trimmer,n,0
window_shade,n,0
window_seat,n,0
window_screen,n,0
window_sash,n,0
window_pane,n,0
window_oyster,n,0
window_lock,n,0
window_glass,n,0
window_frame,n,0
window_envelope,n,0
window_dressing,n,-0.16702
window_dresser,n,0
window_cleaner,n,0
window_box,n,0
window_blind,n,0
window,n,0
windmill_grass,n,0
windmill,n,0
windlessness,n,-0.07997
windless,a,-0.34088
windlass,n,0
windjammer,n,0
winding-sheet,n,0
winding-clothes,n,0
winding,a,-0.0296
winding,n,0
windiness,n,-0.12619
windily,r,0.15793
windhoek,n,0
windflower,n,0
windfall_profit,n,-0.19821
windfall,n,0.17964
winder,n,0
winded,a,0
windcheater,n,0
windburnt,a,-0.42036
windburned,a,-0.42036
windburn,n,-0.19821
windbreaker,n,0
windbreak,n,0
windblown,a,0
windbag,n,-0.38858
windaus,n,0
windage,n,-0.00157
wind_vane,n,0
wind_up,v,0.12794
wind_turbine,n,0
wind_tunnel,n,0
wind_tee,n,0
wind_sock,n,0
wind_sleeve,n,0
wind_scale,n,0
wind_rose,n,-0.19821
wind_power,n,0
wind_poppy,n,0
wind_park,n,0
wind_off,v,0
wind_instrument,n,0
wind_harp,n,0
wind_generator,n,0
wind_generation,n,0
wind_gauge,n,0
wind_gap,n,0
wind_gage,n,0
wind_farm,n,0
wind_exposure,n,0
wind_energy_facility,n,0
wind_deflection,n,-0.19821
wind_cone,n,0
wind_chime,n,0
wind_cave_national_park,n,0
wind_bell,n,0
wind,n,0.14618
wind,v,0.1668
winckelmann,n,0
winchester_drive,n,0
winchester_college,n,0
winchester,n,0
winch,n,0
winch,v,0
winceyette,n,0
wincey,n,0
wince,n,-0.21393
wince,v,-0.28507
win_over,v,0.12208
win_back,v,0
win,n,0.54672
win,v,0.46805
wimshurst_machine,n,0
wimpy,a,-0.58442
wimple,n,0
wimpish,a,-0.38925
wimp,n,-0.43937
wimbledon,n,0
wimble,n,0
wily,a,-0.14394
wilton_carpet,n,0
wilton,n,0
wilting,n,-0.42036
wilted,a,-0.34088
wilt_disease,n,-0.38925
wilt,n,-0.35745
wilt,v,-0.38737
wilson's_warbler,n,0
wilson's_thrush,n,0
wilson's_snipe,n,0
wilson's_phalarope,n,0.12208
wilson's_disease,n,0
wilson's_blackcap,n,0
wilsonian,a,0.12208
wilsonia_pusilla,n,0
wilson_cloud_chamber,n,0
wilson,n,0.08095
wilno,n,0
wilmut,n,0
wilms_tumour,n,-0.0611
wilms'_tumor,n,-0.0611
wilmington,n,0
willy-nilly,r,0.07779
willy_brandt,n,0
willpower,n,0.44078
willowy,a,0.21734
willowware,n,0
willow-pattern,n,0
willowherb,n,0
willow_tree,n,0
willow_oak,n,0
willow_family,n,0
willow_bell,n,0
willow_aster,n,0
willow,n,0
will-o'-the-wisp,n,-0.10451
willis,n,0
willingness,n,0.31091
willingly,r,0.15793
willing_and_able,a,-0.1665
willing,a,0.40945
willing,n,0
willies,n,-0.14634
willie_mays,n,0
willie_howard_mays_jr.,n,0
williamstown,n,0
williams_syndrome,n,-0.02386
williams,n,0.1742
william_wymark_jacobs,n,0
william_wyler,n,0
william_wycherley,n,0
william_wordsworth,n,0
william_wilkie_collins,n,0
william_walton,n,0
william_tyndale,n,0
william_tindale,n,0
william_tindal,n,0
william_thornton,n,0
william_thompson,n,0
william_the_conqueror,n,0
william_tell,n,0
william_tecumseh_sherman,n,0
william_tatem_tilden_jr.,n,0
william_sydney_porter,n,0
william_styron,n,0
william_stubbs,n,0
william_strickland,n,0
william_stanley_jevons,n,0
william_somerset_maugham,n,0
william_shockley,n,0
william_shakspere,n,0
william_shakespeare,n,0
